event_id,dataset_type,is_demo,latitude,longitude,acquisition_datetime,satellite,instrument,frp,brightness_temperature_k,firms_confidence,scan_km,track_km,day_night,nearest_facility_type,nearest_facility_distance_m,industrial_context_score,nearest_water_distance_m,dw_water,dw_trees,dw_grass,dw_flooded_vegetation,dw_crops,dw_shrub_scrub,dw_built,dw_bare,dw_snow_ice,dw_dominant_class,dw_confidence,detections_24h,detections_3d,detections_7d,active_days,persistence_duration_days,mean_frp,max_frp,target_class
demo_000343,synthetic_demo,True,23.173597,78.356163,2026-03-08T20:35:00,MODIS,VIIRS,178.613,344.246,98.94,1.002,1.01,D,industrial,2524.98,0.0963,552.32,0.082552,0.544971,0.090111,0.00147,0.058292,0.17425,0.00013,0.046569,0.001655,trees,0.544971,1,3,5,4,4,169.89,239.028,Wildfire / Natural Fire
demo_000324,synthetic_demo,True,21.232618,75.482381,2026-02-07T13:34:00,VIIRS,MODIS,232.88,359.982,80.42,1.399,1.144,N,farm,1268.08,0.0311,106.05,0.003538,0.370779,0.203368,0.04413,0.000997,0.368357,1.7e-05,0.008657,0.000156,trees,0.370779,2,4,9,9,9,224.123,396.647,Wildfire / Natural Fire
demo_000818,synthetic_demo,True,28.488768,69.307801,2026-08-26T23:16:00,MODIS,MODIS,9.916,315.998,43.11,1.695,0.513,D,water,3814.47,0.1367,473.98,0.025397,0.120117,0.267446,0.042869,0.033816,0.235615,0.022369,0.25237,0.0,grass,0.267446,1,3,7,7,7,7.717,11.526,Unknown / Other
demo_000314,synthetic_demo,True,24.082568,77.791277,2026-07-31T10:37:00,VIIRS,VIIRS,345.555,342.066,79.11,0.97,1.043,D,forest,2292.05,0.0953,2360.54,0.06183,0.396508,0.11241,0.017701,0.005631,0.36249,0.009982,0.033447,0.0,trees,0.396508,2,4,9,9,9,284.597,418.452,Wildfire / Natural Fire
demo_000826,synthetic_demo,True,26.728261,72.705233,2026-01-18T07:59:00,VIIRS,MODIS,33.539,313.625,61.18,1.151,1.031,D,warehouse,3045.83,0.1055,185.26,0.009326,0.061451,0.054577,0.000401,0.016825,0.203627,0.032628,0.621165,0.0,bare,0.621165,1,5,9,9,9,34.068,36.846,Unknown / Other
demo_000266,synthetic_demo,True,22.162666,80.710271,2026-02-24T06:33:00,VIIRS,VIIRS,214.713,358.245,76.11,1.305,1.808,D,farm,4784.69,0.0172,1697.43,0.055783,0.279097,0.270412,0.012737,0.000203,0.064633,0.150787,0.166343,5e-06,trees,0.279097,2,7,12,9,9,163.696,268.457,Wildfire / Natural Fire
demo_000691,synthetic_demo,True,22.543,87.268389,2026-06-05T07:17:00,MODIS,MODIS,122.988,338.114,87.22,1.444,1.561,D,forest,60.98,0.9384,637.96,0.010634,0.00109,0.043552,0.002965,0.049064,0.00058,0.788828,0.103287,0.0,built,0.788828,25,172,216,187,187,107.418,122.988,Persistent Thermal Source
demo_000674,synthetic_demo,True,22.098576,86.294398,2026-01-18T21:13:00,VIIRS,VIIRS,93.478,338.229,80.37,1.198,1.595,D,none,107.15,0.8505,2483.16,0.101771,0.09253,0.034796,0.009421,0.018726,0.016533,0.663046,0.063178,0.0,built,0.663046,197,306,505,669,669,77.707,108.928,Persistent Thermal Source
demo_000649,synthetic_demo,True,21.375089,85.943562,2026-08-15T23:53:00,VIIRS,MODIS,100.958,340.813,94.61,0.673,0.738,D,forest,490.11,0.7438,1269.54,0.005469,0.022898,0.037076,0.003037,0.073404,0.098206,0.674719,0.085192,0.0,built,0.674719,42,164,247,257,257,105.383,182.966,Persistent Thermal Source
demo_000849,synthetic_demo,True,25.554409,70.033461,2026-06-11T16:15:00,VIIRS,VIIRS,43.649,310.267,73.15,0.487,2.107,N,none,2792.22,0.2293,662.19,0.010559,0.033582,0.117222,0.139264,0.056662,0.130372,0.01895,0.485381,0.008007,bare,0.485381,2,5,11,13,13,41.169,67.692,Unknown / Other
demo_000675,synthetic_demo,True,22.313424,84.556852,2026-01-22T14:39:00,VIIRS,VIIRS,103.3,339.489,85.03,1.529,0.853,N,none,404.65,0.7923,480.29,0.019054,0.017716,0.017242,0.0,0.014883,5.2e-05,0.556904,0.328477,0.045672,built,0.556904,106,187,435,459,459,88.312,126.672,Persistent Thermal Source
demo_000006,synthetic_demo,True,15.555643,72.293079,2026-06-19T07:04:00,MODIS,MODIS,89.513,323.302,99.34,1.273,2.074,D,warehouse,591.34,0.712,1322.49,0.033859,0.037675,0.001146,1.5e-05,0.001479,1.2e-05,0.832921,0.088093,0.004801,built,0.832921,3,6,9,13,13,82.852,131.505,Industrial Fire
demo_000907,synthetic_demo,True,28.167036,69.29233,2026-01-19T20:35:00,MODIS,MODIS,32.922,304.345,40.43,0.582,1.193,D,water,703.96,0.0003,327.94,0.148371,0.040767,0.026306,0.084117,0.099521,0.050459,0.02888,0.393741,0.127839,bare,0.393741,1,2,4,4,4,31.129,50.045,Unknown / Other
demo_000160,synthetic_demo,True,18.346099,73.922433,2026-01-13T08:29:00,VIIRS,MODIS,46.763,335.259,97.14,1.679,1.508,D,warehouse,264.31,0.6112,1265.22,0.024519,0.25568,0.008441,0.023179,0.007153,0.000444,0.645414,0.034201,0.000969,built,0.645414,3,6,15,17,17,42.716,66.94,Industrial Fire
demo_000898,synthetic_demo,True,27.509857,70.639661,2026-04-03T11:18:00,VIIRS,MODIS,38.208,321.944,81.09,0.538,1.908,N,industrial,3317.96,0.0411,887.62,0.03733,0.064495,0.005532,0.003678,0.119858,0.238799,0.064385,0.46592,4e-06,bare,0.46592,4,5,10,9,9,38.561,66.729,Unknown / Other
demo_000312,synthetic_demo,True,21.977524,76.212871,2026-03-17T08:52:00,MODIS,MODIS,307.496,353.599,72.55,0.777,0.681,D,water,3118.03,0.0173,1289.98,2e-05,0.550078,0.320823,0.018531,0.001295,0.10908,0.000152,1.6e-05,6e-06,trees,0.550078,2,4,5,6,6,276.92,409.512,Wildfire / Natural Fire
demo_000307,synthetic_demo,True,23.499963,76.607395,2026-05-03T00:10:00,MODIS,VIIRS,82.458,340.936,72.17,0.951,1.922,N,forest,621.7,0.0658,1261.14,0.122854,0.353392,0.046834,0.024523,0.0749,0.119493,0.157162,0.10084,0.0,trees,0.353392,1,1,3,2,2,83.181,131.981,Wildfire / Natural Fire
demo_000294,synthetic_demo,True,22.655407,77.734441,2026-05-15T03:46:00,MODIS,MODIS,199.358,349.07,98.1,1.312,1.293,D,water,992.9,0.0297,1244.07,0.09884,0.561011,0.034553,0.01739,0.014036,0.080991,0.000138,0.193042,0.0,trees,0.561011,1,2,6,6,6,168.572,282.1,Wildfire / Natural Fire
demo_000763,synthetic_demo,True,23.300907,84.388989,2026-05-29T00:24:00,VIIRS,VIIRS,58.943,331.931,82.57,0.518,1.119,N,warehouse,122.77,0.9801,887.88,0.043185,0.005968,0.0,0.000283,0.02097,0.055667,0.690267,0.18366,0.0,built,0.690267,52,173,248,311,311,54.089,91.43,Persistent Thermal Source
demo_000859,synthetic_demo,True,23.805325,70.828371,2026-05-27T10:49:00,VIIRS,VIIRS,11.37,320.174,59.18,0.947,1.758,D,industrial,6853.49,0.1131,357.66,0.0052,0.121578,0.031315,0.001452,0.042896,0.036874,0.021527,0.739158,0.0,bare,0.739158,2,2,9,7,7,9.661,16.276,Unknown / Other
demo_000651,synthetic_demo,True,23.25876,85.931635,2026-02-07T07:02:00,MODIS,MODIS,101.954,342.01,96.29,1.347,1.15,D,none,467.09,0.8441,123.61,0.077082,0.004526,0.008082,0.053372,0.000224,0.012225,0.707429,0.137061,0.0,built,0.707429,44,169,185,227,227,103.578,141.987,Persistent Thermal Source
demo_000576,synthetic_demo,True,31.347563,73.937209,2026-07-19T21:05:00,VIIRS,VIIRS,27.416,326.579,81.62,0.703,1.483,N,industrial,415.18,0.1116,765.29,0.022058,0.051411,0.007598,0.005936,0.668181,0.011136,0.104535,0.125835,0.003309,crops,0.668181,1,1,1,1,1,25.328,28.267,Agricultural Fire
demo_000832,synthetic_demo,True,26.902656,74.186191,2026-08-25T23:46:00,MODIS,VIIRS,18.19,315.477,35.77,1.795,1.277,D,forest,1906.87,0.0607,356.15,0.034695,0.092888,0.049862,0.006866,0.076154,0.086858,0.052917,0.59976,0.0,bare,0.59976,1,4,8,8,8,13.028,22.808,Unknown / Other
demo_000087,synthetic_demo,True,18.918763,74.378255,2026-04-07T09:06:00,VIIRS,VIIRS,56.278,339.734,78.52,1.032,1.242,D,farm,384.47,0.9081,,0.003856,0.035847,0.269127,0.018369,0.020056,1.2e-05,0.422022,0.22583,0.00488,built,0.422022,4,16,21,28,28,56.647,70.574,Industrial Fire
demo_000234,synthetic_demo,True,22.915896,77.397697,2026-04-15T19:33:00,VIIRS,MODIS,245.062,343.931,81.58,1.471,0.76,D,none,1157.98,0.0814,943.08,0.031532,0.354837,0.211473,5.2e-05,0.067165,0.250461,0.030226,0.054254,0.0,trees,0.354837,1,1,2,3,3,225.248,324.437,Wildfire / Natural Fire
demo_000008,synthetic_demo,True,18.169751,70.303665,2026-01-12T14:27:00,VIIRS,VIIRS,62.654,309.364,73.5,0.499,1.92,N,farm,478.16,0.786,1340.73,0.040978,0.086931,0.024329,0.001507,0.010473,0.037004,0.761109,0.037669,0.0,built,0.761109,5,12,16,22,22,56.198,63.688,Industrial Fire
demo_000337,synthetic_demo,True,22.382953,77.710094,2026-06-02T22:04:00,VIIRS,MODIS,72.055,348.555,67.79,1.512,0.401,D,none,2183.68,0.0666,856.33,0.035139,0.61416,0.04794,0.000507,0.160168,0.08011,0.031631,0.030345,0.0,trees,0.61416,1,1,2,3,3,66.754,80.232,Wildfire / Natural Fire
demo_000761,synthetic_demo,True,26.37708,84.706663,2026-04-09T18:29:00,VIIRS,VIIRS,107.283,326.981,80.99,0.607,0.766,N,industrial,48.31,0.7907,292.19,0.148675,0.007435,0.000329,0.049032,0.0176,0.019687,0.619338,0.137903,0.0,built,0.619338,36,148,148,188,188,110.926,148.558,Persistent Thermal Source
demo_000017,synthetic_demo,True,19.740167,73.971428,2026-07-09T20:40:00,MODIS,MODIS,82.462,335.976,73.8,1.245,0.681,N,forest,329.53,0.9521,1047.12,0.079552,0.015248,0.031341,0.04196,0.069144,0.001115,0.660094,0.101545,0.0,built,0.660094,3,9,32,23,23,66.271,102.429,Industrial Fire
demo_000770,synthetic_demo,True,23.316894,84.64733,2026-07-11T09:45:00,VIIRS,MODIS,96.818,339.715,85.36,0.958,1.33,N,none,175.2,0.6801,960.4,0.037262,0.072222,0.000642,0.000132,0.000671,0.000639,0.817843,0.055122,0.015468,built,0.817843,34,179,247,215,215,80.073,143.047,Persistent Thermal Source
demo_000822,synthetic_demo,True,25.201219,72.428547,2026-01-21T04:16:00,VIIRS,MODIS,9.203,,70.58,1.295,2.052,N,warehouse,1997.94,0.2012,1001.93,0.027489,0.091673,0.05114,0.100975,0.109281,0.181713,0.01501,0.42272,0.0,bare,0.42272,2,5,14,14,14,8.662,11.454,Unknown / Other
demo_000394,synthetic_demo,True,22.789371,79.956801,2026-05-15T12:39:00,MODIS,VIIRS,71.917,346.661,95.57,0.414,2.142,D,industrial,1198.45,0.1396,754.65,0.025999,0.576533,0.165727,0.004476,0.094279,0.077702,0.023889,0.030589,0.000805,trees,0.576533,1,1,1,1,1,60.839,86.924,Wildfire / Natural Fire
demo_000021,synthetic_demo,True,20.866477,73.195345,2026-07-04T22:00:00,VIIRS,MODIS,43.776,336.277,75.31,0.799,0.85,D,industrial,295.54,0.8709,467.42,0.173074,0.341212,0.001386,0.014623,1.1e-05,0.0003,0.216109,0.25095,0.002334,trees,0.341212,10,13,23,27,27,42.1,48.255,Industrial Fire
demo_000229,synthetic_demo,True,21.808834,78.584785,2026-05-12T21:25:00,VIIRS,VIIRS,459.273,347.618,76.05,0.951,0.41,N,industrial,1647.36,0.0241,257.98,0.043791,0.495488,0.197982,0.00327,0.011686,0.163018,0.0,0.084764,0.0,trees,0.495488,1,3,7,5,5,444.657,760.233,Wildfire / Natural Fire
demo_000231,synthetic_demo,True,24.064939,78.070369,2026-03-13T12:49:00,VIIRS,MODIS,242.35,,92.81,1.513,1.779,D,industrial,1801.08,0.1402,798.88,0.030689,0.419402,0.236958,0.033439,0.116505,0.126446,0.002995,0.033567,0.0,trees,0.419402,1,2,3,4,4,185.386,264.661,Wildfire / Natural Fire
demo_000351,synthetic_demo,True,23.164293,78.261047,2026-02-17T09:28:00,MODIS,VIIRS,313.071,356.838,70.8,1.632,1.272,N,none,1404.9,0.0196,1775.3,0.007673,0.617182,0.030405,0.000677,0.004562,0.031664,0.008133,0.298311,0.001392,trees,0.617182,1,1,2,3,3,234.424,408.09,Wildfire / Natural Fire
demo_000932,synthetic_demo,True,27.712407,74.460165,2026-08-12T17:31:00,MODIS,MODIS,27.255,323.299,42.96,0.974,2.141,D,industrial,5070.48,0.0669,1406.13,0.028722,0.064845,0.315147,0.000189,0.020104,0.12349,0.124229,0.323221,5.2e-05,bare,0.323221,1,2,6,4,4,21.93,34.584,Unknown / Other
demo_000701,synthetic_demo,True,22.594944,85.936501,2026-03-23T05:52:00,MODIS,VIIRS,72.258,339.236,93.87,1.428,1.186,D,industrial,188.22,0.8121,1833.55,0.049815,0.005181,0.330705,0.0,0.000162,0.032424,0.480424,0.099224,0.002065,built,0.480424,102,311,311,439,439,66.102,95.638,Persistent Thermal Source
demo_000565,synthetic_demo,True,29.797448,75.977965,2026-07-23T14:59:00,MODIS,VIIRS,88.56,315.805,78.02,1.238,0.761,D,industrial,671.5,0.1262,2045.79,0.100844,0.027228,0.157012,0.004487,0.63736,0.046483,0.001138,0.025448,0.0,crops,0.63736,1,3,4,4,4,72.271,103.632,Agricultural Fire
demo_000409,synthetic_demo,True,29.996803,76.789839,2026-03-04T00:01:00,MODIS,MODIS,62.017,323.207,96.09,0.739,1.664,D,industrial,422.11,0.1814,343.88,0.069772,0.106738,0.063819,0.062401,0.387114,0.007723,0.044908,0.257524,0.0,crops,0.387114,1,2,4,4,4,46.548,77.716,Agricultural Fire
demo_000170,synthetic_demo,True,19.715301,73.36041,2026-06-28T16:31:00,VIIRS,VIIRS,43.697,332.797,99.3,1.551,2.023,N,industrial,263.61,0.6721,413.83,0.032154,0.021442,0.09024,0.025138,0.028988,6.1e-05,0.685788,0.116189,0.0,built,0.685788,1,2,4,3,3,39.816,51.753,Industrial Fire
demo_000201,synthetic_demo,True,20.129523,75.73042,2026-08-08T14:19:00,VIIRS,MODIS,96.758,330.369,98.48,0.366,0.487,D,industrial,2780.75,0.0687,825.56,0.002188,0.696076,0.073632,5e-05,0.015704,0.10583,0.000109,0.106411,1e-06,trees,0.696076,1,5,9,10,10,83.926,120.031,Wildfire / Natural Fire
demo_000788,synthetic_demo,True,23.965064,85.898964,2026-08-20T08:03:00,MODIS,MODIS,73.21,331.781,89.41,0.858,1.137,N,industrial,25.84,0.8089,1116.97,0.124186,0.007455,0.001749,0.002028,0.000489,0.000239,0.742091,0.121763,0.0,built,0.742091,31,138,210,165,165,71.646,127.417,Persistent Thermal Source
demo_000791,synthetic_demo,True,23.460616,86.532821,2026-03-09T21:22:00,VIIRS,MODIS,99.62,340.133,96.13,0.365,0.43,D,farm,363.03,0.5784,327.49,0.173633,0.002904,0.121959,7.1e-05,0.002718,1e-05,0.61011,0.088593,0.0,built,0.61011,41,65,152,151,151,70.628,99.62,Persistent Thermal Source
demo_000811,synthetic_demo,True,26.76812,72.152184,2026-07-16T13:26:00,MODIS,MODIS,20.365,312.43,67.06,0.803,1.961,D,water,1810.27,0.1838,602.01,0.082797,0.052389,0.196761,0.004054,0.029563,0.124057,0.169926,0.340451,2e-06,bare,0.340451,1,2,5,5,5,20.926,32.916,Unknown / Other
demo_000070,synthetic_demo,True,19.414073,73.484258,2026-02-02T01:12:00,MODIS,MODIS,308.324,337.882,81.21,0.739,1.221,D,farm,235.73,0.7695,698.67,0.113678,0.029333,0.009629,0.000319,0.012916,0.001028,0.763514,0.069432,0.00015,built,0.763514,3,10,30,22,22,292.385,352.378,Industrial Fire
demo_000782,synthetic_demo,True,21.11902,84.363198,2026-08-01T18:46:00,VIIRS,MODIS,108.11,337.099,83.4,1.213,0.946,D,water,36.55,0.7899,1390.31,0.025069,0.065631,5e-05,0.003569,9.7e-05,0.00132,0.765507,0.138757,0.0,built,0.765507,294,311,634,707,707,94.706,164.908,Persistent Thermal Source
demo_000562,synthetic_demo,True,32.592463,73.234943,2026-07-21T03:30:00,MODIS,MODIS,27.93,327.077,79.61,1.435,1.562,D,,535.71,0.1896,904.21,0.150846,0.129338,0.062824,0.039154,0.462467,0.027115,0.041558,0.086698,0.0,crops,0.462467,1,2,3,4,4,20.783,27.93,Agricultural Fire
demo_000654,synthetic_demo,True,22.406541,86.515981,2026-04-11T14:40:00,MODIS,VIIRS,61.927,342.28,93.16,1.644,0.582,D,none,466.7,0.7167,1684.58,0.101932,0.020401,0.040975,0.017791,0.001686,0.000866,0.59609,0.214852,0.005406,built,0.59609,102,256,922,701,701,44.088,61.927,Persistent Thermal Source
demo_000261,synthetic_demo,True,24.070427,81.015071,2026-05-28T09:19:00,VIIRS,VIIRS,92.242,349.727,89.91,0.981,0.48,D,forest,1579.09,0.0067,307.74,0.016588,0.412912,0.094683,0.000713,0.160684,0.063968,0.009406,0.241047,0.0,trees,0.412912,1,1,2,3,3,85.89,92.242,Wildfire / Natural Fire
demo_000392,synthetic_demo,True,21.73603,75.014877,2026-02-07T15:34:00,VIIRS,MODIS,681.242,339.931,74.47,0.997,1.214,N,industrial,2638.55,0.0808,194.3,0.156356,0.340923,0.270087,0.00018,0.041065,0.180814,0.000893,0.009682,0.0,trees,0.340923,2,6,6,8,8,606.918,681.242,Wildfire / Natural Fire
demo_000003,synthetic_demo,True,18.61156,72.660948,2026-04-02T07:04:00,VIIRS,VIIRS,124.67,327.588,83.85,0.736,0.576,D,industrial,538.14,0.6104,299.22,0.129933,0.002528,0.082792,0.00142,0.000711,0.000191,0.686371,0.052234,0.04382,built,0.686371,5,5,11,14,14,119.002,152.561,Industrial Fire
demo_000038,synthetic_demo,True,20.864707,74.178029,2026-08-12T17:09:00,VIIRS,MODIS,69.043,335.314,81.78,0.733,1.708,D,industrial,209.1,0.7718,209.13,0.020299,0.02673,1.1e-05,0.000141,0.004482,1e-06,0.658021,0.289545,0.000769,built,0.658021,2,6,8,7,7,54.663,69.043,Industrial Fire
demo_000264,synthetic_demo,True,23.741046,77.601826,2026-06-17T00:38:00,MODIS,VIIRS,99.709,355.822,85.83,1.43,1.736,D,farm,2457.46,0.0626,724.85,0.085718,0.60378,0.146408,0.0,0.072627,0.057719,0.014026,0.019723,0.0,trees,0.60378,1,3,3,4,4,75.394,100.602,Wildfire / Natural Fire
demo_000755,synthetic_demo,True,22.083975,84.544203,2026-04-23T04:21:00,MODIS,MODIS,217.214,338.734,85.1,1.305,0.884,D,industrial,529.48,0.6642,1681.06,0.021758,0.027084,0.029654,3.7e-05,0.010987,0.025239,0.693164,0.192077,0.0,built,0.693164,124,255,684,700,700,178.756,252.413,Persistent Thermal Source
demo_000402,synthetic_demo,True,30.848372,75.710239,2026-05-13T12:37:00,MODIS,VIIRS,27.248,325.267,79.46,0.703,1.475,D,forest,504.63,0.1455,1496.03,1.7e-05,0.294081,0.079164,0.004262,0.291871,0.183826,0.03141,0.115251,0.000117,trees,0.294081,1,1,3,3,3,22.394,29.934,Agricultural Fire
demo_000610,synthetic_demo,True,25.414628,87.422274,2026-06-09T12:41:00,VIIRS,VIIRS,78.051,346.936,98.96,1.652,2.07,N,none,139.54,0.5667,577.5,0.007381,0.047802,0.06212,0.177354,0.001751,0.045531,0.277624,0.353513,0.026924,bare,0.353513,57,212,281,355,355,75.245,104.473,Persistent Thermal Source
demo_000219,synthetic_demo,True,22.162093,80.171503,2026-07-08T20:26:00,MODIS,VIIRS,133.063,344.242,67.34,1.674,1.164,D,farm,3501.8,0.0448,1266.44,0.134583,0.311427,0.238513,0.031174,0.000396,0.252963,1e-06,0.030945,0.0,trees,0.311427,1,2,5,4,4,96.317,154.202,Wildfire / Natural Fire
demo_000486,synthetic_demo,True,32.876427,74.809608,2026-04-08T21:02:00,VIIRS,VIIRS,24.072,334.895,90.63,1.124,0.773,D,none,207.35,0.3243,648.71,0.008619,0.015579,0.058253,0.054111,0.580377,0.130816,0.007056,0.145189,0.0,crops,0.580377,1,1,1,1,1,18.617,24.551,Agricultural Fire
demo_000233,synthetic_demo,True,23.096431,78.896502,2026-06-28T01:24:00,VIIRS,VIIRS,49.329,341.771,82.8,1.167,1.979,D,farm,1427.45,0.0544,84.62,0.01171,0.491902,0.235043,8e-06,0.003652,0.219155,0.033884,0.004646,0.0,trees,0.491902,1,1,2,2,2,41.888,71.348,Wildfire / Natural Fire
demo_000685,synthetic_demo,True,21.732999,87.420533,2026-04-15T15:51:00,VIIRS,VIIRS,65.45,336.253,91.49,1.256,0.442,D,industrial,111.51,0.616,1995.61,0.025841,0.017729,0.017209,0.000149,0.005048,0.0768,0.644265,0.212911,4.9e-05,built,0.644265,55,255,255,255,255,64.364,80.221,Persistent Thermal Source
demo_000288,synthetic_demo,True,22.461742,76.177278,2026-02-20T22:58:00,MODIS,VIIRS,124.607,329.801,67.46,0.49,0.949,N,none,3853.16,0.0673,908.59,0.0139,0.408724,0.189738,0.064535,0.02314,0.085608,0.091226,0.062671,0.060458,trees,0.408724,1,3,5,5,5,105.185,124.607,Wildfire / Natural Fire
demo_000604,synthetic_demo,True,22.256282,87.926179,2026-05-24T05:41:00,MODIS,VIIRS,87.602,341.922,99.32,1.617,1.566,D,farm,130.61,0.8637,1107.01,0.057958,0.012488,0.041687,0.001045,0.00046,0.019424,0.512255,0.354673,1e-05,built,0.512255,61,194,431,468,468,65.752,92.683,Persistent Thermal Source
demo_000325,synthetic_demo,True,21.658425,79.616045,2026-06-13T21:46:00,VIIRS,MODIS,70.393,342.009,69.84,1.531,0.77,D,farm,1976.68,0.0051,4639.69,0.019088,0.77442,0.113387,0.038691,7e-05,0.041468,0.000119,0.012759,0.0,trees,0.77442,1,1,2,2,2,73.468,98.303,Wildfire / Natural Fire
demo_000472,synthetic_demo,True,32.541914,72.422822,2026-08-10T22:08:00,VIIRS,VIIRS,49.886,326.824,64.39,1.645,2.01,D,farm,787.49,0.259,600.17,0.031711,0.161331,0.019343,0.044235,0.453836,0.065852,0.033086,0.190607,0.0,crops,0.453836,1,1,2,2,2,45.325,49.886,Agricultural Fire
demo_000344,synthetic_demo,True,25.21999,79.106812,2026-01-14T00:00:00,MODIS,VIIRS,128.444,356.841,98.05,0.849,0.425,D,industrial,2267.78,0.0807,1742.18,0.001714,0.689897,0.096112,3.3e-05,0.005998,0.119593,0.0,0.086652,0.0,trees,0.689897,2,3,4,6,6,98.337,148.956,Wildfire / Natural Fire
demo_000605,synthetic_demo,True,21.778935,85.01265,2026-04-16T21:23:00,VIIRS,MODIS,78.71,327.151,93.9,1.345,0.385,N,warehouse,152.46,0.9369,199.51,0.017329,0.083716,0.007759,1e-06,0.049481,0.006407,0.784792,0.050515,0.0,built,0.784792,285,551,551,574,574,61.392,78.71,Persistent Thermal Source
demo_000075,synthetic_demo,True,20.304173,71.702933,2026-06-10T03:26:00,VIIRS,VIIRS,47.786,332.005,92.18,1.672,0.539,D,farm,182.75,0.8926,1235.0,0.061873,0.09658,0.103586,0.088124,0.046832,3.8e-05,0.447795,0.155172,0.0,built,0.447795,4,11,19,27,27,48.914,73.777,Industrial Fire
demo_000844,synthetic_demo,True,26.280328,68.466312,2026-03-11T12:07:00,MODIS,VIIRS,22.185,320.559,73.91,1.751,1.567,D,none,4517.76,0.0516,115.69,0.050143,0.039742,0.069144,0.079323,0.002905,0.080698,0.082043,0.596002,0.0,bare,0.596002,1,1,2,2,2,21.632,36.398,Unknown / Other
demo_000705,synthetic_demo,True,23.206295,85.805571,2026-05-28T01:50:00,MODIS,MODIS,116.31,333.727,87.13,0.625,1.46,D,forest,740.39,0.7096,383.9,0.218144,0.038136,0.061856,0.009689,0.047248,0.012359,0.47373,0.138369,0.000469,built,0.47373,87,323,450,609,609,97.152,116.31,Persistent Thermal Source
demo_000012,synthetic_demo,True,19.798941,75.688381,2026-08-04T14:23:00,MODIS,VIIRS,31.058,338.909,77.3,1.753,1.941,N,industrial,22.26,0.9642,1698.97,0.08304,0.017692,0.017865,0.0,0.016482,0.008143,0.706521,0.148243,0.002014,built,0.706521,1,5,12,9,9,22.819,31.058,Industrial Fire
demo_000787,synthetic_demo,True,22.296554,83.757277,2026-04-03T14:20:00,VIIRS,VIIRS,78.105,336.329,84.82,0.766,2.069,N,farm,204.43,0.6773,1557.56,0.033501,0.052263,0.012241,0.006708,0.000683,0.000425,0.714503,0.179675,0.0,built,0.714503,92,462,654,469,469,81.092,95.285,Persistent Thermal Source
demo_000040,synthetic_demo,True,19.961356,71.245509,2026-05-19T07:16:00,MODIS,VIIRS,53.114,335.231,87.54,0.582,1.58,N,forest,302.32,0.8409,674.09,0.10705,0.052682,0.00611,0.020183,0.000521,4.4e-05,0.735903,0.077507,0.0,built,0.735903,1,1,1,1,1,38.938,53.114,Industrial Fire
demo_000933,synthetic_demo,True,26.3889,70.860029,2026-08-18T21:47:00,VIIRS,MODIS,21.754,309.976,59.86,0.444,0.611,D,industrial,1056.83,0.1356,848.35,0.116621,0.143643,0.018001,0.016745,0.013868,0.239755,0.002876,0.448472,1.7e-05,bare,0.448472,1,3,10,7,7,19.027,23.7,Unknown / Other
demo_000516,synthetic_demo,True,30.830794,76.002612,2026-04-12T02:11:00,MODIS,VIIRS,21.684,327.59,67.08,1.199,1.637,D,warehouse,1424.84,0.1129,335.7,0.024243,0.016611,0.016492,0.131578,0.478524,0.018397,0.113623,0.200532,0.0,crops,0.478524,1,1,1,1,1,20.558,25.443,Agricultural Fire
demo_000812,synthetic_demo,True,25.162902,70.58508,2026-07-12T18:18:00,MODIS,MODIS,18.574,320.994,79.12,0.809,1.707,D,industrial,3920.34,0.2253,425.64,0.144492,0.019966,0.079549,0.077776,0.038455,0.076184,0.014832,0.548651,9.5e-05,bare,0.548651,2,2,9,7,7,15.022,21.792,Unknown / Other
demo_000633,synthetic_demo,True,19.895849,86.061766,2026-01-21T16:16:00,VIIRS,VIIRS,167.979,339.076,98.38,0.766,2.109,D,farm,68.73,0.6523,559.95,0.024458,0.080045,0.029977,0.009719,0.001545,4.3e-05,0.744516,0.109693,4e-06,built,0.744516,55,115,310,287,287,130.939,184.048,Persistent Thermal Source
demo_000212,synthetic_demo,True,22.796284,77.162033,2026-02-13T08:19:00,VIIRS,VIIRS,363.692,346.367,93.72,1.786,1.775,D,none,1188.47,0.072,1415.32,0.004724,0.445963,0.088955,0.113748,8e-06,0.330213,0.00078,0.01559,2e-05,trees,,1,2,4,4,4,359.537,467.233,Wildfire / Natural Fire
demo_000825,synthetic_demo,True,27.159136,71.201507,2026-01-18T06:55:00,MODIS,MODIS,29.917,306.295,58.06,0.556,1.829,D,forest,5735.57,0.1953,1032.5,0.001008,0.201388,0.020331,0.010479,0.044192,0.119898,0.032686,0.566126,0.00389,bare,0.566126,1,1,1,1,1,30.952,44.231,Unknown / Other
demo_000292,synthetic_demo,True,22.204069,75.380946,2026-04-10T02:16:00,MODIS,MODIS,93.289,363.703,73.73,1.623,1.174,N,industrial,1774.28,0.0642,1019.25,0.025958,0.36688,0.145554,0.012674,0.019994,0.419695,0.001366,0.007879,0.0,shrub_scrub,0.419695,1,1,1,1,1,65.562,93.289,Wildfire / Natural Fire
